title,url
530 公里續航力、零百加速 5.7 秒，有純電選項的 Lexus ES 新世代豪華房車歐規版發表,https://www.ddcar.com.tw/blogs/articles/detail/40197/530-%E5%85%AC%E9%87%8C%E7%BA%8C%E8%88%AA%E5%8A%9B%E3%80%81%E9%9B%B6%E7%99%BE%E5%8A%A0%E9%80%9F-5.7-%E7%A7%92%EF%BC%8C%E6%9C%89%E7%B4%94%E9%9B%BB%E9%81%B8%E9%A0%85%E7%9A%84-Lexus-ES-%E6%96%B0%E4%B8%96%E4%BB%A3%E8%B1%AA%E8%8F%AF%E6%88%BF%E8%BB%8A%E6%AD%90%E8%A6%8F%E7%89%88%E7%99%BC%E8%A1%A8
【補上更多新車色實拍】前鏡頭、氣氛燈和新車色！特斯拉 Model S、Model X 改款細節搶先曝光,https://www.ddcar.com.tw/blogs/articles/detail/40177/%E3%80%90%E8%A3%9C%E4%B8%8A%E6%9B%B4%E5%A4%9A%E6%96%B0%E8%BB%8A%E8%89%B2%E5%AF%A6%E6%8B%8D%E3%80%91%E5%89%8D%E9%8F%A1%E9%A0%AD%E3%80%81%E6%B0%A3%E6%B0%9B%E7%87%88%E5%92%8C%E6%96%B0%E8%BB%8A%E8%89%B2%EF%BC%81%E7%89%B9%E6%96%AF%E6%8B%89-Model-S%E3%80%81Model-X-%E6%94%B9%E6%AC%BE%E7%B4%B0%E7%AF%80%E6%90%B6%E5%85%88%E6%9B%9D%E5%85%89
下半年正式發表，變身純電跨界休旅的新世代 Nissan Leaf 台灣也會引進,https://www.ddcar.com.tw/blogs/articles/detail/40196/%E4%B8%8B%E5%8D%8A%E5%B9%B4%E6%AD%A3%E5%BC%8F%E7%99%BC%E8%A1%A8%EF%BC%8C%E8%AE%8A%E8%BA%AB%E7%B4%94%E9%9B%BB%E8%B7%A8%E7%95%8C%E4%BC%91%E6%97%85%E7%9A%84%E6%96%B0%E4%B8%96%E4%BB%A3-Nissan-Leaf-%E5%8F%B0%E7%81%A3%E4%B9%9F%E6%9C%83%E5%BC%95%E9%80%B2
流線帥氣空間更實用，賓士 CLA Shooting Brake 九月現身、同步提供燃油和純電選項,https://www.ddcar.com.tw/blogs/articles/detail/40174/%E6%B5%81%E7%B7%9A%E5%B8%A5%E6%B0%A3%E7%A9%BA%E9%96%93%E6%9B%B4%E5%AF%A6%E7%94%A8%EF%BC%8C%E8%B3%93%E5%A3%AB-CLA-Shooting-Brake-%E4%B9%9D%E6%9C%88%E7%8F%BE%E8%BA%AB%E3%80%81%E5%90%8C%E6%AD%A5%E6%8F%90%E4%BE%9B%E7%87%83%E6%B2%B9%E5%92%8C%E7%B4%94%E9%9B%BB%E9%81%B8%E9%A0%85
現場加碼抽瑞典雙人來回機票！Volvo EX30「小即大作」展全台巡迴起跑,https://www.ddcar.com.tw/blogs/articles/detail/40187/%E7%8F%BE%E5%A0%B4%E5%8A%A0%E7%A2%BC%E6%8A%BD%E7%91%9E%E5%85%B8%E9%9B%99%E4%BA%BA%E4%BE%86%E5%9B%9E%E6%A9%9F%E7%A5%A8%EF%BC%81Volvo-EX30%E3%80%8C%E5%B0%8F%E5%8D%B3%E5%A4%A7%E4%BD%9C%E3%80%8D%E5%B1%95%E5%85%A8%E5%8F%B0%E5%B7%A1%E8%BF%B4%E8%B5%B7%E8%B7%91
EX90 搶頭香，Volvo 和 Google 擴大合作要把 Gemini AI 助理帶到車上,https://www.ddcar.com.tw/blogs/articles/detail/40173/EX90-%E6%90%B6%E9%A0%AD%E9%A6%99%EF%BC%8CVolvo-%E5%92%8C-Google-%E6%93%B4%E5%A4%A7%E5%90%88%E4%BD%9C%E8%A6%81%E6%8A%8A-Gemini-AI-%E5%8A%A9%E7%90%86%E5%B8%B6%E5%88%B0%E8%BB%8A%E4%B8%8A
陸續退出各地市場，Lexus 售價最親民純電車 UX300e 預計明年停產,https://www.ddcar.com.tw/blogs/articles/detail/40178/%E9%99%B8%E7%BA%8C%E9%80%80%E5%87%BA%E5%90%84%E5%9C%B0%E5%B8%82%E5%A0%B4%EF%BC%8CLexus-%E5%94%AE%E5%83%B9%E6%9C%80%E8%A6%AA%E6%B0%91%E7%B4%94%E9%9B%BB%E8%BB%8A-UX300e-%E9%A0%90%E8%A8%88%E6%98%8E%E5%B9%B4%E5%81%9C%E7%94%A2
從 Q4 e-tron 車聚看 Audi 電動車社群力：活動回顧、品牌觀察一次看懂,https://www.ddcar.com.tw/blogs/articles/detail/40176/%E5%BE%9E-Q4-e-tron-%E8%BB%8A%E8%81%9A%E7%9C%8B-Audi-%E9%9B%BB%E5%8B%95%E8%BB%8A%E7%A4%BE%E7%BE%A4%E5%8A%9B%EF%BC%9A%E6%B4%BB%E5%8B%95%E5%9B%9E%E9%A1%A7%E3%80%81%E5%93%81%E7%89%8C%E8%A7%80%E5%AF%9F%E4%B8%80%E6%AC%A1%E7%9C%8B%E6%87%82
能量密度更高有助於大幅提升續航力，搭載全新固態電池的 BMW i7 德國上路測試中,https://www.ddcar.com.tw/blogs/articles/detail/40172/%E8%83%BD%E9%87%8F%E5%AF%86%E5%BA%A6%E6%9B%B4%E9%AB%98%E6%9C%89%E5%8A%A9%E6%96%BC%E5%A4%A7%E5%B9%85%E6%8F%90%E5%8D%87%E7%BA%8C%E8%88%AA%E5%8A%9B%EF%BC%8C%E6%90%AD%E8%BC%89%E5%85%A8%E6%96%B0%E5%9B%BA%E6%85%8B%E9%9B%BB%E6%B1%A0%E7%9A%84-BMW-i7-%E5%BE%B7%E5%9C%8B%E4%B8%8A%E8%B7%AF%E6%B8%AC%E8%A9%A6%E4%B8%AD
特斯拉新款 Model S Plaid 現身紐柏林賽道，多了前鏡頭但外型改變幅度並不大,https://www.ddcar.com.tw/blogs/articles/detail/40171/%E7%89%B9%E6%96%AF%E6%8B%89%E6%96%B0%E6%AC%BE-Model-S-Plaid-%E7%8F%BE%E8%BA%AB%E7%B4%90%E6%9F%8F%E6%9E%97%E8%B3%BD%E9%81%93%EF%BC%8C%E5%A4%9A%E4%BA%86%E5%89%8D%E9%8F%A1%E9%A0%AD%E4%BD%86%E5%A4%96%E5%9E%8B%E6%94%B9%E8%AE%8A%E5%B9%85%E5%BA%A6%E4%B8%A6%E4%B8%8D%E5%A4%A7
可愛都會純電小休旅，兩種電量選擇、支援 V2L 的 Nissan 純電 March 歐規版發表,https://www.ddcar.com.tw/blogs/articles/detail/40167/%E5%8F%AF%E6%84%9B%E9%83%BD%E6%9C%83%E7%B4%94%E9%9B%BB%E5%B0%8F%E4%BC%91%E6%97%85%EF%BC%8C%E5%85%A9%E7%A8%AE%E9%9B%BB%E9%87%8F%E9%81%B8%E6%93%87%E3%80%81%E6%94%AF%E6%8F%B4-V2L-%E7%9A%84-Nissan-%E7%B4%94%E9%9B%BB-March-%E6%AD%90%E8%A6%8F%E7%89%88%E7%99%BC%E8%A1%A8
滿電最多能跑 150 公里，Toyota 新世代 RAV4 PHEV 純電續航力進化還支援 DC 快充,https://www.ddcar.com.tw/blogs/articles/detail/40166/%E6%BB%BF%E9%9B%BB%E6%9C%80%E5%A4%9A%E8%83%BD%E8%B7%91-150-%E5%85%AC%E9%87%8C%EF%BC%8CToyota-%E6%96%B0%E4%B8%96%E4%BB%A3-RAV4-PHEV-%E7%B4%94%E9%9B%BB%E7%BA%8C%E8%88%AA%E5%8A%9B%E9%80%B2%E5%8C%96%E9%82%84%E6%94%AF%E6%8F%B4-DC-%E5%BF%AB%E5%85%85
全新輪圈、尾翼還有 458 匹最大馬力，特斯拉全新 Model Y Performance 賽道測試中,https://www.ddcar.com.tw/blogs/articles/detail/40165/%E5%85%A8%E6%96%B0%E8%BC%AA%E5%9C%88%E3%80%81%E5%B0%BE%E7%BF%BC%E9%82%84%E6%9C%89-458-%E5%8C%B9%E6%9C%80%E5%A4%A7%E9%A6%AC%E5%8A%9B%EF%BC%8C%E7%89%B9%E6%96%AF%E6%8B%89%E5%85%A8%E6%96%B0-Model-Y-Performance-%E8%B3%BD%E9%81%93%E6%B8%AC%E8%A9%A6%E4%B8%AD
設有室內電動車充電專區，台灣福斯汽車太古內湖全新展示中心盛大落成,https://www.ddcar.com.tw/blogs/articles/detail/40164/%E8%A8%AD%E6%9C%89%E5%AE%A4%E5%85%A7%E9%9B%BB%E5%8B%95%E8%BB%8A%E5%85%85%E9%9B%BB%E5%B0%88%E5%8D%80%EF%BC%8C%E5%8F%B0%E7%81%A3%E7%A6%8F%E6%96%AF%E6%B1%BD%E8%BB%8A%E5%A4%AA%E5%8F%A4%E5%85%A7%E6%B9%96%E5%85%A8%E6%96%B0%E5%B1%95%E7%A4%BA%E4%B8%AD%E5%BF%83%E7%9B%9B%E5%A4%A7%E8%90%BD%E6%88%90
九月現真身、可能會有 M Performance 車型，BMW 公開展示 iX3、i3 純電雙雄偽裝車,https://www.ddcar.com.tw/blogs/articles/detail/40151/%E4%B9%9D%E6%9C%88%E7%8F%BE%E7%9C%9F%E8%BA%AB%E3%80%81%E5%8F%AF%E8%83%BD%E6%9C%83%E6%9C%89-M-Performance-%E8%BB%8A%E5%9E%8B%EF%BC%8CBMW-%E5%85%AC%E9%96%8B%E5%B1%95%E7%A4%BA-iX3%E3%80%81i3-%E7%B4%94%E9%9B%BB%E9%9B%99%E9%9B%84%E5%81%BD%E8%A3%9D%E8%BB%8A
特斯拉全新 Model Y LR 一路開到 0%：真的配得上「近乎完美」評價嗎？,https://www.ddcar.com.tw/blogs/articles/detail/40155/%E7%89%B9%E6%96%AF%E6%8B%89%E5%85%A8%E6%96%B0-Model-Y-LR-%E4%B8%80%E8%B7%AF%E9%96%8B%E5%88%B0-0%25%EF%BC%9A%E7%9C%9F%E7%9A%84%E9%85%8D%E5%BE%97%E4%B8%8A%E3%80%8C%E8%BF%91%E4%B9%8E%E5%AE%8C%E7%BE%8E%E3%80%8D%E8%A9%95%E5%83%B9%E5%97%8E%EF%BC%9F
限量 150 台，入主 Volvo EX40、EC40 全車系加碼送十萬元充電金,https://www.ddcar.com.tw/blogs/articles/detail/40154/%E9%99%90%E9%87%8F-150-%E5%8F%B0%EF%BC%8C%E5%85%A5%E4%B8%BB-Volvo-EX40%E3%80%81EC40-%E5%85%A8%E8%BB%8A%E7%B3%BB%E5%8A%A0%E7%A2%BC%E9%80%81%E5%8D%81%E8%90%AC%E5%85%83%E5%85%85%E9%9B%BB%E9%87%91
春季軟體更新程式碼藏玄機，Grok AI 聊天機器人進駐特斯拉電動車的那一天不遠了,https://www.ddcar.com.tw/blogs/articles/detail/40149/%E6%98%A5%E5%AD%A3%E8%BB%9F%E9%AB%94%E6%9B%B4%E6%96%B0%E7%A8%8B%E5%BC%8F%E7%A2%BC%E8%97%8F%E7%8E%84%E6%A9%9F%EF%BC%8CGrok-AI-%E8%81%8A%E5%A4%A9%E6%A9%9F%E5%99%A8%E4%BA%BA%E9%80%B2%E9%A7%90%E7%89%B9%E6%96%AF%E6%8B%89%E9%9B%BB%E5%8B%95%E8%BB%8A%E7%9A%84%E9%82%A3%E4%B8%80%E5%A4%A9%E4%B8%8D%E9%81%A0%E4%BA%86
跨界休旅先鋒也要踏入純電領域，Nissan Juke 將在 2026 年推出純電版本,https://www.ddcar.com.tw/blogs/articles/detail/40148/%E8%B7%A8%E7%95%8C%E4%BC%91%E6%97%85%E5%85%88%E9%8B%92%E4%B9%9F%E8%A6%81%E8%B8%8F%E5%85%A5%E7%B4%94%E9%9B%BB%E9%A0%98%E5%9F%9F%EF%BC%8CNissan-Juke-%E5%B0%87%E5%9C%A8-2026-%E5%B9%B4%E6%8E%A8%E5%87%BA%E7%B4%94%E9%9B%BB%E7%89%88%E6%9C%AC
台幣八千元有找升級內裝質感，特斯拉在北美推出 Model 3/Y 麂皮儀表台飾板改裝服務,https://www.ddcar.com.tw/blogs/articles/detail/40147/%E5%8F%B0%E5%B9%A3%E5%85%AB%E5%8D%83%E5%85%83%E6%9C%89%E6%89%BE%E5%8D%87%E7%B4%9A%E5%85%A7%E8%A3%9D%E8%B3%AA%E6%84%9F%EF%BC%8C%E7%89%B9%E6%96%AF%E6%8B%89%E5%9C%A8%E5%8C%97%E7%BE%8E%E6%8E%A8%E5%87%BA-Model-3-Y-%E9%BA%82%E7%9A%AE%E5%84%80%E8%A1%A8%E5%8F%B0%E9%A3%BE%E6%9D%BF%E6%94%B9%E8%A3%9D%E6%9C%8D%E5%8B%99
福斯計畫改變純電車命名策略，2026 年起「ID.」家族稱號將走入歷史,https://www.ddcar.com.tw/blogs/articles/detail/40146/%E7%A6%8F%E6%96%AF%E8%A8%88%E7%95%AB%E6%94%B9%E8%AE%8A%E7%B4%94%E9%9B%BB%E8%BB%8A%E5%91%BD%E5%90%8D%E7%AD%96%E7%95%A5%EF%BC%8C2026-%E5%B9%B4%E8%B5%B7%E3%80%8CID.%E3%80%8D%E5%AE%B6%E6%97%8F%E7%A8%B1%E8%99%9F%E5%B0%87%E8%B5%B0%E5%85%A5%E6%AD%B7%E5%8F%B2
800V 架構、會提供越野套件，有純電版的新世代賓士 GLB 將「大幅進化 」,https://www.ddcar.com.tw/blogs/articles/detail/40121/800V-%E6%9E%B6%E6%A7%8B%E3%80%81%E6%9C%83%E6%8F%90%E4%BE%9B%E8%B6%8A%E9%87%8E%E5%A5%97%E4%BB%B6%EF%BC%8C%E6%9C%89%E7%B4%94%E9%9B%BB%E7%89%88%E7%9A%84%E6%96%B0%E4%B8%96%E4%BB%A3%E8%B3%93%E5%A3%AB-GLB-%E5%B0%87%E3%80%8C%E5%A4%A7%E5%B9%85%E9%80%B2%E5%8C%96-%E3%80%8D
【活動回顧】DDCAR 第一屆網友試駕大會 x Audi Q6 e-tron：豪華純電旅程啟航！,https://www.ddcar.com.tw/blogs/articles/detail/40082/%E3%80%90%E6%B4%BB%E5%8B%95%E5%9B%9E%E9%A1%A7%E3%80%91DDCAR-%E7%AC%AC%E4%B8%80%E5%B1%86%E7%B6%B2%E5%8F%8B%E8%A9%A6%E9%A7%95%E5%A4%A7%E6%9C%83-x-Audi-Q6-e-tron%EF%BC%9A%E8%B1%AA%E8%8F%AF%E7%B4%94%E9%9B%BB%E6%97%85%E7%A8%8B%E5%95%9F%E8%88%AA%EF%BC%81
終於要開始導入 LFP 電池，福斯純電車未來價格會更便宜、ID.2 優先受惠,https://www.ddcar.com.tw/blogs/articles/detail/40127/%E7%B5%82%E6%96%BC%E8%A6%81%E9%96%8B%E5%A7%8B%E5%B0%8E%E5%85%A5-LFP-%E9%9B%BB%E6%B1%A0%EF%BC%8C%E7%A6%8F%E6%96%AF%E7%B4%94%E9%9B%BB%E8%BB%8A%E6%9C%AA%E4%BE%86%E5%83%B9%E6%A0%BC%E6%9C%83%E6%9B%B4%E4%BE%BF%E5%AE%9C%E3%80%81ID.2-%E5%84%AA%E5%85%88%E5%8F%97%E6%83%A0
依站點繁忙程度動態調整費率，特斯拉超充站北美試辦全新的即時使用率定價機制,https://www.ddcar.com.tw/blogs/articles/detail/40117/%E4%BE%9D%E7%AB%99%E9%BB%9E%E7%B9%81%E5%BF%99%E7%A8%8B%E5%BA%A6%E5%8B%95%E6%85%8B%E8%AA%BF%E6%95%B4%E8%B2%BB%E7%8E%87%EF%BC%8C%E7%89%B9%E6%96%AF%E6%8B%89%E8%B6%85%E5%85%85%E7%AB%99%E5%8C%97%E7%BE%8E%E8%A9%A6%E8%BE%A6%E5%85%A8%E6%96%B0%E7%9A%84%E5%8D%B3%E6%99%82%E4%BD%BF%E7%94%A8%E7%8E%87%E5%AE%9A%E5%83%B9%E6%A9%9F%E5%88%B6
480kW 高功率結合車廠旗艦展示中心，U-POWER 新北三重三和站舒緩都會交通樞紐充電需求,https://www.ddcar.com.tw/blogs/articles/detail/40128/480kW-%E9%AB%98%E5%8A%9F%E7%8E%87%E7%B5%90%E5%90%88%E8%BB%8A%E5%BB%A0%E6%97%97%E8%89%A6%E5%B1%95%E7%A4%BA%E4%B8%AD%E5%BF%83%EF%BC%8CU-POWER-%E6%96%B0%E5%8C%97%E4%B8%89%E9%87%8D%E4%B8%89%E5%92%8C%E7%AB%99%E8%88%92%E7%B7%A9%E9%83%BD%E6%9C%83%E4%BA%A4%E9%80%9A%E6%A8%9E%E7%B4%90%E5%85%85%E9%9B%BB%E9%9C%80%E6%B1%82
Audi e-tron GT 推新入門車型：零百加速 4 秒依然很快，還有超過 620 公里的續航能耐,https://www.ddcar.com.tw/blogs/articles/detail/40124/Audi-e-tron-GT-%E6%8E%A8%E6%96%B0%E5%85%A5%E9%96%80%E8%BB%8A%E5%9E%8B%EF%BC%9A%E9%9B%B6%E7%99%BE%E5%8A%A0%E9%80%9F-4-%E7%A7%92%E4%BE%9D%E7%84%B6%E5%BE%88%E5%BF%AB%EF%BC%8C%E9%82%84%E6%9C%89%E8%B6%85%E9%81%8E-620-%E5%85%AC%E9%87%8C%E7%9A%84%E7%BA%8C%E8%88%AA%E8%83%BD%E8%80%90
空間放大、動力更強，Toyota 發表全新純電車 bZ4X Touring/bZ Woodland,https://www.ddcar.com.tw/blogs/articles/detail/40126/%E7%A9%BA%E9%96%93%E6%94%BE%E5%A4%A7%E3%80%81%E5%8B%95%E5%8A%9B%E6%9B%B4%E5%BC%B7%EF%BC%8CToyota-%E7%99%BC%E8%A1%A8%E5%85%A8%E6%96%B0%E7%B4%94%E9%9B%BB%E8%BB%8A-bZ4X-Touring-bZ-Woodland
這價格不便宜，特斯拉在台推出 Model S Plaid 跑車座椅改裝服務，也能改 Yoke 方向盤,https://www.ddcar.com.tw/blogs/articles/detail/40125/%E9%80%99%E5%83%B9%E6%A0%BC%E4%B8%8D%E4%BE%BF%E5%AE%9C%EF%BC%8C%E7%89%B9%E6%96%AF%E6%8B%89%E5%9C%A8%E5%8F%B0%E6%8E%A8%E5%87%BA-Model-S-Plaid-%E8%B7%91%E8%BB%8A%E5%BA%A7%E6%A4%85%E6%94%B9%E8%A3%9D%E6%9C%8D%E5%8B%99%EF%BC%8C%E4%B9%9F%E8%83%BD%E6%94%B9-Yoke-%E6%96%B9%E5%90%91%E7%9B%A4
從矽谷 30 年到智慧座艙，Mercedes-Benz 如何將科技重塑你的駕駛日常？,https://www.ddcar.com.tw/blogs/articles/detail/40123/%E5%BE%9E%E7%9F%BD%E8%B0%B7-30-%E5%B9%B4%E5%88%B0%E6%99%BA%E6%85%A7%E5%BA%A7%E8%89%99%EF%BC%8CMercedes-Benz-%E5%A6%82%E4%BD%95%E5%B0%87%E7%A7%91%E6%8A%80%E9%87%8D%E5%A1%91%E4%BD%A0%E7%9A%84%E9%A7%95%E9%A7%9B%E6%97%A5%E5%B8%B8%EF%BC%9F
換上特斯拉主導的 NACS 充電規格，美規版 Toyota bZ4X 和 C-HR+ 車名也不一樣了,https://www.ddcar.com.tw/blogs/articles/detail/40122/%E6%8F%9B%E4%B8%8A%E7%89%B9%E6%96%AF%E6%8B%89%E4%B8%BB%E5%B0%8E%E7%9A%84-NACS-%E5%85%85%E9%9B%BB%E8%A6%8F%E6%A0%BC%EF%BC%8C%E7%BE%8E%E8%A6%8F%E7%89%88-Toyota-bZ4X-%E5%92%8C-C-HR%2B-%E8%BB%8A%E5%90%8D%E4%B9%9F%E4%B8%8D%E4%B8%80%E6%A8%A3%E4%BA%86
特斯拉 Model 3 煥新版優惠加碼：六月底前老車主舊換新再折五萬元，還能免費轉移 EAP/FSD,https://www.ddcar.com.tw/blogs/articles/detail/40120/%E7%89%B9%E6%96%AF%E6%8B%89-Model-3-%E7%85%A5%E6%96%B0%E7%89%88%E5%84%AA%E6%83%A0%E5%8A%A0%E7%A2%BC%EF%BC%9A%E5%85%AD%E6%9C%88%E5%BA%95%E5%89%8D%E8%80%81%E8%BB%8A%E4%B8%BB%E8%88%8A%E6%8F%9B%E6%96%B0%E5%86%8D%E6%8A%98%E4%BA%94%E8%90%AC%E5%85%83%EF%BC%8C%E9%82%84%E8%83%BD%E5%85%8D%E8%B2%BB%E8%BD%89%E7%A7%BB-EAP-FSD
動力升級、最大續航力飆破 700 公里！全新 BMW iX 豪華純電旗艦休旅 369 萬元起開放預售,https://www.ddcar.com.tw/blogs/articles/detail/40119/%E5%8B%95%E5%8A%9B%E5%8D%87%E7%B4%9A%E3%80%81%E6%9C%80%E5%A4%A7%E7%BA%8C%E8%88%AA%E5%8A%9B%E9%A3%86%E7%A0%B4-700-%E5%85%AC%E9%87%8C%EF%BC%81%E5%85%A8%E6%96%B0-BMW-iX-%E8%B1%AA%E8%8F%AF%E7%B4%94%E9%9B%BB%E6%97%97%E8%89%A6%E4%BC%91%E6%97%85-369-%E8%90%AC%E5%85%83%E8%B5%B7%E9%96%8B%E6%94%BE%E9%A0%90%E5%94%AE
能實際開上路體驗看看了，特斯拉全新 Model Y 在台開放預約試駕,https://www.ddcar.com.tw/blogs/articles/detail/40116/%E8%83%BD%E5%AF%A6%E9%9A%9B%E9%96%8B%E4%B8%8A%E8%B7%AF%E9%AB%94%E9%A9%97%E7%9C%8B%E7%9C%8B%E4%BA%86%EF%BC%8C%E7%89%B9%E6%96%AF%E6%8B%89%E5%85%A8%E6%96%B0-Model-Y-%E5%9C%A8%E5%8F%B0%E9%96%8B%E6%94%BE%E9%A0%90%E7%B4%84%E8%A9%A6%E9%A7%95
